key;date;y
9822;01Jun2016;5536,712534
9822;01Jul2016;5561,172945
9822;01Aug2016;4345,486209
9822;01Sep2016;6359,40769
9822;01Oct2016;2395,971088
9822;01Nov2016;3314,300254
9822;01Dec2016;7528,568328
9822;01Jan2017;2363,081028
9822;01Feb2017;2788,144825
9822;01Mar2017;5625,745011
9822;01Apr2017;5127,930733
9822;01May2017;6333,894241
9822;01Jun2017;10000
9822;01Jul2017;3999,255925
9822;01Aug2017;4822,923939
9822;01Sep2017;5154,609473
9822;01Oct2017;4232,298006
9822;01Nov2017;5280,856414
9822;01Dec2017;7650,5657
9822;01Jan2018;2465,541074
9822;01Feb2018;894,4086364
9822;01Mar2018;1875,695566
9822;01Apr2018;3970,727687
9822;01May2018;7476,921366
9822;01Jun2018;6399,711778
9902;01Jan2012;118,623962
9902;01Feb2012;355,8718861
9902;01Mar2012;276,7892448
9902;01Apr2012;1463,028865
9902;01May2012;237,2479241
9902;01Jun2012;355,8718861
9902;01Jul2012;948,9916963
9902;01Aug2012;790,8264136
9902;01Sep2012;672,2024516
9902;01Oct2012;39,54132068
9902;01Nov2012;395,4132068
9902;01Dec2012;0
9902;01Jan2013;711,7437722
9902;01Feb2013;237,2479241
9902;01Mar2013;672,2024516
9902;01Apr2013;1660,735469
9902;01May2013;790,8264136
9902;01Jun2013;909,4503756
9902;01Jul2013;1739,81811
9902;01Aug2013;1344,404903
9902;01Sep2013;593,1198102
9902;01Oct2013;1146,6983
9902;01Nov2013;553,5784895
9902;01Dec2013;593,1198102
9902;01Jan2014;1107,156979
9902;01Feb2014;474,4958482
9902;01Mar2014;869,909055
9902;01Apr2014;2807,433768
9902;01May2014;1542,111507
9902;01Jun2014;1344,404903
9902;01Jul2014;2570,185844
9902;01Aug2014;1067,615658
9902;01Sep2014;1186,23962
9902;01Oct2014;1107,156979
9902;01Nov2014;1146,6983
9902;01Dec2014;
9902;01Jan2015;1265,322262
9902;01Feb2015;1067,615658
9902;01Mar2015;1383,946224
9902;01Apr2015;2965,599051
9902;01May2015;1897,983393
9902;01Jun2015;2570,185844
9902;01Jul2015;4507,710558
9902;01Aug2015;1660,735469
9902;01Sep2015;2135,231317
9902;01Oct2015;1028,074338
9902;01Nov2015;1463,028865
9902;01Dec2015;1383,946224
9902;01Jan2016;1739,81811
9902;01Feb2016;1383,946224
9902;01Mar2016;2530,644524
9902;01Apr2016;2214,313958
9902;01May2016;3598,260182
9902;01Jun2016;3084,223013
9902;01Jul2016;4942,665085
9902;01Aug2016;3281,929616
9902;01Sep2016;2886,51641
9902;01Oct2016;1700,276789
9902;01Nov2016;1700,276789
9902;01Dec2016;2491,103203
9902;01Jan2017;1779,359431
9902;01Feb2017;1621,194148
9902;01Mar2017;3084,223013
9902;01Apr2017;2807,433768
9902;01May2017;3716,884144
9902;01Jun2017;5931,198102
9902;01Jul2017;5773,032819
9902;01Aug2017;4626,33452
9902;01Sep2017;3163,305654
9902;01Oct2017;2253,855279
9902;01Nov2017;2372,479241
9902;01Dec2017;2056,148675
9902;01Jan2018;3321,470937
9902;01Feb2018;2214,313958
9902;01Mar2018;4033,214709
